Age,Gender,Education,Person Income,Employee Experience,Home Onwership,Loan Amount,Loan Intent,Loan interest Rate,Loan percentage,Credit History,Credit Score,Previous Loan,Loan Status
25,0,1,80379,4,3,6618,1,11.39,0.08,4,692,1,0
26,1,3,115842,6,0,16000,5,5.79,0.14,3,675,0,0
23,0,1,134053,0,3,12000,4,13.22,0.09,3,631,1,0
29,1,4,48989,4,3,6000,3,11.07,0.12,6,578,1,0
30,0,1,66857,6,0,12000,0,7.49,0.18,6,620,1,0
30,1,1,20078,5,3,2317,0,12.26,0.12,7,672,1,0
23,0,4,46963,0,3,2000,5,8.89,0.04,3,590,1,0
23,0,1,73354,0,0,13247,4,8.31,0.18,3,631,1,0
26,0,3,151067,1,0,8000,3,13.79,0.05,4,558,1,0
39,1,1,49260,16,2,15000,2,6.25,0.3,13,671,0,0
32,0,4,79157,11,0,12000,5,7.54,0.15,6,668,0,0
23,1,1,63540,2,3,10000,5,11.94,0.16,2,659,0,0
25,0,0,63360,1,3,7000,1,10.71,0.11,3,583,1,0
24,0,0,169123,0,0,16000,1,11.34,0.09,3,630,1,0
39,1,1,173423,17,0,25000,4,11.52,0.14,11,626,1,0
25,0,3,133058,1,0,15000,2,9.77,0.11,2,649,1,0
24,0,1,40721,0,3,8875,1,11.85,0.22,6,552,1,0
23,0,3,75529,1,3,10000,0,13.8,0.13,4,647,0,0
23,1,0,48843,2,2,15000,1,12.07,0.31,4,661,1,0
31,0,4,104135,9,0,5000,0,10.72,0.05,8,548,1,0
30,0,4,123610,9,3,1566,2,7.82,0.01,10,635,1,0
30,0,0,45314,4,3,10000,1,7.71,0.22,6,585,1,0
31,0,0,109130,8,0,20000,2,14.41,0.18,9,646,0,0
28,0,0,101503,4,0,24901,5,15.27,0.25,5,609,1,0
28,0,0,96590,8,0,8372,4,8.12,0.09,5,707,1,0
24,0,3,132585,3,0,24689,2,15.68,0.19,3,610,1,0
26,1,0,48292,1,3,3500,3,6.77,0.07,4,637,0,0
32,1,1,58436,10,3,10000,1,9.22,0.17,10,636,0,0
27,1,1,61211,5,0,9809,4,8.59,0.16,5,687,1,0
28,0,0,96772,7,3,10000,5,13.8,0.1,6,591,1,0
23,1,0,60887,0,3,8000,4,12.32,0.13,3,635,1,0
33,1,1,67224,9,3,8049,4,11.01,0.12,9,653,1,0
25,1,3,70759,3,3,5990,4,5.85,0.08,5,631,0,0
25,0,4,60896,1,3,7000,5,9.33,0.11,3,546,1,0
31,0,0,73145,4,0,15000,2,15.27,0.21,9,664,0,0
24,1,0,90879,0,0,12000,2,6.68,0.13,3,601,1,0
22,0,0,51527,3,0,7000,2,9.84,0.14,4,531,1,0
22,1,1,67074,0,3,6000,0,8.9,0.09,4,699,1,0
25,0,1,54867,4,0,3000,3,8.85,0.05,4,658,1,0
31,0,1,92034,11,0,5657,2,12.61,0.06,8,602,0,0
29,0,1,51161,6,3,2000,5,11.43,0.04,6,686,0,0
29,1,0,65835,7,3,7298,2,7.95,0.11,5,569,1,0
31,0,4,91113,7,3,1199,4,6.56,0.01,5,692,1,0
27,0,4,73278,4,3,5000,4,10.86,0.07,3,690,0,0
28,1,0,78928,7,0,10000,4,15.41,0.13,6,579,0,0
34,1,1,82652,13,0,15000,4,11.77,0.18,5,678,1,0
28,0,1,67148,1,3,4500,5,6.99,0.07,6,711,1,0
23,0,4,139580,0,0,9292,0,9.02,0.07,3,576,1,0
23,0,3,47458,0,3,5000,1,12.73,0.11,4,502,1,0
30,0,1,50072,2,3,6631,0,6.72,0.13,5,609,1,0
32,0,1,115155,6,0,18000,0,10.49,0.16,9,662,1,0
29,1,1,124533,6,0,8800,1,7.75,0.07,9,620,1,0
22,1,0,55672,0,0,7000,1,7.86,0.13,4,592,1,0
32,1,0,85907,9,0,1500,5,10.27,0.02,5,576,1,0
24,0,4,36863,5,3,3000,3,7.49,0.08,3,684,0,0
27,1,1,29015,4,3,4867,5,13.02,0.17,6,574,0,0
33,1,1,173876,11,0,18929,0,11.21,0.11,8,657,0,0
29,0,1,60823,6,0,5000,1,10.05,0.08,6,655,1,0
23,0,3,103158,0,3,12000,5,12.85,0.12,4,644,0,0
22,0,4,55043,0,3,4000,1,12.96,0.07,3,544,0,0
26,0,0,49095,6,3,4200,3,10.27,0.09,6,670,1,0
26,1,0,64479,4,3,9600,5,11.33,0.15,3,666,0,0
28,1,1,121048,6,0,2000,3,11.76,0.02,5,664,1,0
34,1,3,58388,11,3,9000,0,7.14,0.15,9,669,0,0
24,1,3,52061,0,3,12000,4,13.22,0.23,3,654,1,0
28,0,0,72807,3,3,2400,4,7.46,0.03,7,622,1,0
24,1,4,60870,3,0,9000,4,8.81,0.15,2,650,0,0
28,1,3,29487,7,3,5596,5,12.67,0.19,5,677,1,0
27,1,3,157201,3,0,15000,2,6.51,0.1,10,660,1,0
22,1,1,49073,0,3,3600,3,5.98,0.07,4,653,0,0
24,0,0,97397,3,0,8000,1,9.05,0.08,4,607,0,0
41,1,0,80193,17,3,6000,1,10.47,0.07,13,625,0,0
25,0,3,55201,0,3,2861,1,11.59,0.05,3,657,0,0
26,0,1,37310,7,3,5000,3,11.92,0.13,5,584,0,0
25,1,4,73083,2,0,3400,1,11.01,0.05,3,713,0,0
28,0,1,49048,4,3,12000,0,10.92,0.24,7,658,1,0
25,1,1,67075,5,0,15000,3,10.06,0.22,3,683,1,0
23,1,3,55181,0,3,10000,1,11.1,0.18,3,597,1,0
28,1,1,120055,4,0,18000,3,11.68,0.15,8,659,0,0
30,0,3,121189,9,0,17678,3,11.03,0.15,7,550,1,0
26,0,3,63541,4,3,7000,1,7.69,0.11,3,630,0,0
28,1,1,79209,6,0,22000,5,14.67,0.28,6,598,1,0
27,1,1,38854,6,0,14104,2,11.9,0.36,9,701,1,0
32,1,0,70613,8,3,17500,1,13.46,0.25,9,608,1,0
25,1,3,44440,3,3,10000,4,10.76,0.23,2,589,0,0
27,0,4,39362,2,3,8000,3,11.41,0.2,5,670,1,0
24,1,3,145251,0,0,6000,5,9.98,0.04,3,605,0,0
28,1,0,162940,6,0,8000,2,11.01,0.05,5,599,1,0
25,1,0,64058,3,0,4000,5,9.15,0.06,4,642,1,0
31,0,1,46441,5,3,10000,3,9.31,0.22,6,681,0,0
31,1,3,95672,7,0,10000,3,6.78,0.1,6,636,0,0
32,0,1,163093,11,0,17627,5,12.53,0.11,8,682,1,0
27,1,1,134570,0,0,15000,5,13.57,0.11,5,630,1,0
27,1,1,58646,6,3,5500,3,11.5,0.09,5,600,1,0
24,1,1,70754,2,3,4500,1,13.55,0.06,3,626,1,0
26,0,1,111592,3,0,3865,2,5.52,0.03,4,641,1,0
27,1,0,31015,4,2,2000,5,11.3,0.06,6,624,1,0
22,1,3,61796,0,0,13000,0,11.13,0.21,3,612,0,0
31,1,4,41444,10,3,10000,3,8.57,0.24,7,705,0,0
31,0,2,109108,6,0,15000,4,12.23,0.14,6,663,1,0
23,0,1,104036,0,0,7984,1,13.75,0.08,3,585,1,0
27,0,0,170047,4,0,6315,3,7.54,0.04,6,649,0,0
24,1,1,60882,3,3,5000,1,9.84,0.08,4,655,1,0
24,1,4,93285,5,0,12000,0,8.34,0.13,4,668,1,0
21,0,1,69446,0,0,8000,0,8.62,0.12,3,629,1,0
26,0,0,39004,3,3,6400,5,14.35,0.16,4,635,1,0
27,0,4,96717,6,3,8000,1,9.5,0.08,6,532,1,0
24,1,3,99274,0,0,20000,1,11.16,0.2,3,641,1,0
24,0,4,201140,0,0,20000,1,12.42,0.1,2,545,1,0
25,0,3,198669,0,0,10000,5,9.18,0.05,4,590,0,0
25,1,3,58831,1,0,20000,4,11.79,0.34,7,675,0,0
33,0,0,25240,8,2,5000,5,11.62,0.2,9,666,1,0
22,1,0,47164,0,0,10000,1,14.15,0.21,3,661,1,0
27,0,0,46682,2,0,4000,3,8.08,0.09,9,686,0,0
25,0,1,29894,1,3,5832,2,5.9,0.2,3,709,1,0
33,0,0,48051,10,3,5000,3,6.88,0.1,12,677,0,0
24,1,1,79577,0,0,8203,3,12.41,0.1,2,585,1,0
26,1,3,81605,3,0,10617,3,6.56,0.13,5,517,1,0
22,0,1,58526,0,0,15000,1,9.29,0.26,4,640,0,0
25,1,1,42969,1,3,1053,5,9.22,0.02,3,609,1,0
25,0,1,145065,4,0,20000,3,10.87,0.14,4,667,1,0
25,1,1,73067,3,3,15000,0,8.25,0.21,3,679,1,0
36,1,3,59563,9,3,12000,5,13.99,0.2,12,541,1,0
23,1,0,133563,0,3,7000,5,9.78,0.05,3,704,1,0
25,1,1,96857,5,0,4426,2,17.49,0.05,2,540,1,0
29,1,3,241045,5,0,14841,4,10.57,0.06,6,663,1,0
33,1,1,234636,8,0,3486,5,10.26,0.01,9,675,0,0
31,0,3,95456,9,3,10000,1,11.41,0.1,8,689,1,0
28,1,4,55211,4,0,6400,4,9.38,0.12,6,658,1,0
23,1,3,41824,4,3,5000,1,9.8,0.12,4,676,0,0
23,1,1,70633,0,0,17486,2,9.97,0.25,4,600,1,0
36,1,1,130833,13,0,13998,1,8.87,0.11,12,668,1,0
32,1,4,211695,10,0,2406,5,13.99,0.01,10,640,1,0
23,1,4,80021,0,0,12000,5,11.04,0.15,4,698,1,0
28,1,4,78980,6,0,7500,1,7.49,0.09,8,594,1,0
25,1,0,151204,3,0,12000,4,9.97,0.08,3,545,1,0
26,1,1,138979,7,0,5000,2,8.63,0.04,5,653,0,0
25,1,3,93215,2,0,12013,3,7.89,0.13,4,678,1,0
30,1,1,55652,6,0,15239,4,10.66,0.27,10,588,1,0
25,1,1,78797,6,3,4800,2,11.19,0.06,4,667,1,0
30,1,2,63471,6,0,7000,4,12.72,0.11,9,681,0,0
26,1,0,44435,3,0,18013,5,10.33,0.41,3,548,1,0
23,1,3,69232,0,3,12000,0,8.76,0.17,3,639,0,0
24,0,3,53748,1,3,6000,3,8.91,0.11,4,607,0,0
34,1,0,28342,14,2,7000,1,6.72,0.25,12,657,1,0
27,1,1,145163,3,0,4614,3,6.49,0.03,3,615,0,0
26,1,0,301162,5,0,9029,1,9.85,0.03,2,645,0,0
25,0,3,54967,3,3,5000,3,7.88,0.09,3,606,1,0
34,1,1,65494,7,3,3200,2,6.76,0.05,10,604,0,0
25,1,0,159455,4,0,10000,2,11.89,0.06,3,679,1,0
26,1,3,49135,2,3,6075,1,13.54,0.12,5,673,0,0
32,1,1,133224,10,0,9000,1,11.46,0.07,10,663,0,0
27,0,3,108937,4,0,10000,4,7.05,0.09,5,615,0,0
27,0,3,112874,2,0,16000,2,13.34,0.14,10,696,0,0
30,0,0,42875,7,3,10000,3,10.9,0.23,6,552,1,0
29,1,4,81508,7,0,14253,1,10.97,0.17,10,696,0,0
29,0,4,72932,9,3,17000,4,8.4,0.23,6,662,1,0
31,0,4,61352,6,0,10500,5,6.45,0.17,8,666,0,0
32,0,0,33632,9,3,6000,3,12.2,0.18,6,703,0,0
31,1,4,74336,5,3,7321,1,11.01,0.1,9,583,1,0
24,0,1,36940,0,3,5000,1,11.62,0.14,2,659,0,0
30,1,1,70591,9,3,5991,4,6.14,0.08,6,627,0,0
29,0,4,45200,2,3,2628,1,8.59,0.06,5,678,1,0
23,0,4,64433,0,0,4000,1,9.36,0.06,3,672,1,0
23,1,1,78809,1,0,12500,0,10.87,0.16,4,634,1,0
40,1,1,167712,20,0,8743,1,7.38,0.05,10,625,1,0
33,0,4,45647,12,0,13000,4,10.36,0.28,8,640,0,0
27,1,1,84893,8,0,25000,4,11.28,0.29,5,693,1,0
22,1,1,27324,0,2,7077,5,9.96,0.26,2,661,0,0
28,1,3,43133,8,2,4200,3,11.9,0.1,6,574,1,0
29,1,1,116341,6,0,12670,1,14.36,0.11,8,677,1,0
28,1,1,60893,3,0,20000,2,12.83,0.33,6,566,1,0
25,1,1,91035,0,3,3000,2,9.36,0.03,3,663,0,0
25,1,1,72174,0,0,18500,1,12.73,0.26,3,597,1,0
23,1,4,44495,0,3,1413,4,14.25,0.03,3,620,1,0
37,1,4,48890,14,3,5000,4,11.15,0.1,12,606,0,0
39,1,3,53554,16,2,10000,4,7.62,0.19,15,656,1,0
24,0,3,114962,0,3,14000,5,12.55,0.12,3,675,1,0
24,0,3,36941,1,3,9000,5,6.93,0.24,4,634,1,0
29,0,1,67217,6,0,4000,3,10.17,0.06,8,700,1,0
27,0,3,78956,5,3,8400,1,7.43,0.11,4,686,1,0
41,0,0,45035,20,3,3000,3,11.01,0.07,16,604,1,0
29,0,3,66839,7,0,8000,4,10.79,0.12,9,635,1,0
32,0,2,126937,6,3,2888,2,7.32,0.02,9,693,1,0
23,1,3,121434,0,0,4150,1,10.65,0.03,3,612,0,0
28,1,1,42985,5,3,4800,3,12.65,0.11,5,658,1,0
24,0,1,91190,4,0,10000,0,9.48,0.11,3,641,1,0
25,1,0,48953,1,0,14000,5,7.14,0.29,5,517,1,0
37,1,1,25851,13,3,3425,5,12.78,0.13,12,626,1,0
30,0,1,28769,5,3,4918,1,9.21,0.17,7,661,0,0
28,1,1,30869,4,3,7500,0,12.5,0.24,6,604,1,0
24,0,4,89050,5,0,7000,1,6.99,0.08,4,682,0,0
33,0,1,173721,10,3,5000,3,9.07,0.03,10,702,0,0
31,0,4,24951,9,2,6372,4,5.54,0.26,6,624,1,0
25,0,1,69334,2,3,9395,4,6.09,0.14,4,722,1,0
28,1,0,94608,5,3,12000,4,11.11,0.13,10,496,1,0
33,1,1,37173,12,0,5000,5,11.01,0.13,9,624,1,0
24,1,1,85421,5,0,7226,0,10.18,0.08,4,553,1,0
30,0,0,73194,6,3,10000,4,6.39,0.14,7,605,1,0
23,1,0,31046,0,3,5542,5,10.07,0.18,4,549,1,0
30,0,4,91284,7,0,12365,5,11.21,0.14,6,525,1,0
28,1,1,75478,7,3,13375,4,13.2,0.18,6,658,1,0
37,1,3,180946,15,0,12000,2,10.51,0.07,12,734,0,0
31,1,0,76319,6,0,27688,5,10.54,0.36,8,617,1,0
26,1,1,90975,3,0,25000,5,16.07,0.27,8,681,1,0
22,1,4,60856,0,3,7000,5,14.89,0.12,4,724,0,0
37,1,0,205000,14,0,20000,1,13.78,0.1,10,714,0,0
23,1,3,96941,0,0,4957,1,13.99,0.05,3,655,0,0
33,0,4,68151,9,3,10000,1,9.64,0.15,6,664,1,0
35,1,3,97392,11,0,6000,5,11.05,0.06,10,696,0,0
33,1,0,104277,9,3,9965,5,8.76,0.1,8,667,1,0
36,1,3,111676,10,0,12000,2,6.3,0.11,8,645,0,0
30,0,0,301125,2,0,34826,1,12.25,0.12,9,614,0,0
25,1,4,100583,1,0,13000,4,11.22,0.13,3,682,0,0
27,1,4,97268,3,3,20000,1,10.59,0.21,9,696,0,0
23,1,3,91098,0,3,12000,5,11.87,0.13,3,549,1,0
30,0,0,97995,4,3,12000,4,8.26,0.12,6,651,1,0
23,0,3,91722,3,0,24000,5,9.81,0.26,3,587,1,0
24,1,0,49112,0,3,1000,1,9.36,0.02,4,602,0,0
28,1,0,123235,7,0,10000,5,6.85,0.08,10,701,1,0
25,1,1,123435,3,0,20000,0,11.2,0.16,4,675,1,0
27,1,1,106509,6,3,12000,1,5.93,0.11,6,705,0,0
29,1,1,91029,6,3,11108,2,8.37,0.12,5,594,1,0
28,1,4,132823,9,0,25000,0,12.32,0.19,7,664,0,0
25,0,0,61062,6,3,12000,4,10.49,0.2,2,667,0,0
25,0,3,50404,2,3,7606,5,10.86,0.15,4,673,1,0
27,0,1,64133,4,0,8000,0,14.22,0.12,10,477,1,0
29,1,3,111328,8,0,7000,1,9.51,0.06,9,649,1,0
28,1,0,76652,7,3,7761,5,11.81,0.1,5,672,1,0
24,1,0,103021,1,0,18000,2,11.19,0.17,4,647,1,0
31,1,4,111448,7,0,12000,2,6.72,0.11,7,674,1,0
30,0,3,54557,6,0,20000,5,9.79,0.37,10,603,1,0
35,0,4,87345,12,0,14470,0,8.86,0.17,10,719,1,0
29,1,0,128279,4,0,8770,5,8.9,0.07,4,651,1,0
28,0,0,70280,6,0,12000,1,8.99,0.17,7,606,0,0
32,1,0,63499,11,0,2541,2,9.38,0.04,10,562,1,0
30,1,1,77882,8,0,8867,4,6.21,0.11,6,666,1,0
26,0,0,67132,6,3,7003,0,12.51,0.1,4,683,1,0
23,1,3,91220,2,3,2000,1,5.85,0.02,3,640,0,0
28,1,1,121074,4,0,13000,4,8.59,0.11,7,636,1,0
25,1,3,131226,0,0,8000,4,12.42,0.06,4,568,1,0
25,1,1,156981,0,0,20000,1,15.06,0.13,2,588,1,0
22,1,1,91328,0,0,25000,2,11.78,0.27,3,633,1,0
25,1,1,216924,2,0,20998,3,11.48,0.1,4,620,1,0
24,1,0,31183,0,3,4000,5,10.04,0.13,3,711,0,0
24,1,1,63396,0,3,12000,1,14.78,0.19,3,656,0,0
25,0,4,72346,1,3,10446,2,9.18,0.14,4,679,1,0
24,1,4,44212,0,3,5000,5,14.17,0.11,3,700,1,0
29,0,0,107980,7,0,18000,3,8.55,0.17,10,636,0,0
24,0,0,49243,0,3,7000,1,11.38,0.14,3,646,0,0
28,0,3,94810,3,3,20000,0,11.6,0.21,5,663,0,0
33,1,0,85203,11,0,14000,5,10.42,0.16,10,616,1,0
30,1,4,47044,4,0,2454,2,11.16,0.05,6,618,1,0
24,0,1,78666,0,0,7447,4,8.16,0.09,4,668,1,0
29,0,4,62210,7,3,15000,0,11.26,0.24,7,687,1,0
38,1,3,72830,15,3,10000,4,7.9,0.14,14,599,1,0
32,0,1,230445,7,0,5304,4,6.68,0.02,9,667,1,0
34,1,4,79397,12,0,1209,2,7.9,0.02,8,665,1,0
30,1,0,253392,8,3,7865,3,8.86,0.03,7,658,1,0
33,1,4,76626,9,3,6265,2,8.68,0.08,10,666,1,0
23,1,1,66437,0,0,15000,3,11.62,0.23,4,584,0,0
24,0,3,51398,1,3,6000,3,10.0,0.12,4,600,0,0
25,1,0,144874,5,0,10000,3,8.8,0.07,2,648,1,0
23,0,0,36948,1,3,3000,5,8.6,0.08,3,648,1,0
28,1,0,66927,7,3,3600,4,10.04,0.05,5,579,1,0
31,0,3,104382,10,0,10274,5,11.49,0.1,9,674,0,0
28,0,1,31008,1,3,5000,1,10.41,0.16,8,544,1,0
38,0,3,123335,16,0,8624,1,14.06,0.07,11,640,0,0
25,1,3,281967,6,0,20032,2,8.89,0.07,5,610,1,0
32,1,4,29970,10,3,4777,1,9.11,0.16,11,738,0,0
24,1,0,76637,0,3,4108,1,8.54,0.05,3,669,1,0
24,1,4,47253,0,3,4000,1,12.74,0.08,4,687,0,0
28,1,2,81690,4,3,9401,0,9.29,0.12,8,600,1,0
24,0,3,71975,4,3,17000,3,10.26,0.24,4,615,1,0
31,1,4,38625,8,3,6651,1,9.86,0.17,7,583,1,0
29,0,0,96789,8,3,12390,1,10.37,0.13,6,645,1,0
26,1,0,72233,4,0,12000,1,6.62,0.17,4,565,1,0
24,0,3,46879,0,3,10000,4,10.92,0.21,4,644,1,0
24,0,1,82102,3,0,8309,5,7.79,0.1,4,594,1,0
25,0,0,45083,2,0,7500,4,14.96,0.17,4,619,1,0
23,1,4,44106,4,3,3600,4,13.07,0.08,3,599,1,0
24,0,0,73002,2,3,12000,4,9.38,0.16,3,692,1,0
27,0,4,67533,2,3,4217,2,11.93,0.06,5,638,1,0
22,1,3,43056,2,3,8000,1,7.82,0.19,4,630,0,0
28,1,0,120890,2,0,10000,3,12.17,0.08,9,565,1,0
22,0,1,30844,0,0,6500,4,11.38,0.21,5,574,0,0
24,1,1,61137,1,3,10000,0,7.38,0.16,4,695,1,0
27,1,1,112636,1,0,19002,5,10.38,0.17,5,693,0,0
23,1,1,157003,2,0,6000,0,5.75,0.04,3,710,0,0
34,0,4,32398,12,0,6600,5,11.22,0.2,10,633,1,0
38,0,0,51343,18,3,12000,3,10.6,0.23,11,612,1,0
26,1,0,73166,3,0,5000,5,7.17,0.07,2,629,0,0
40,1,3,211422,20,0,11700,4,8.74,0.06,15,665,1,0
23,0,4,49115,3,3,4000,1,11.43,0.08,4,678,1,0
25,1,3,101962,2,3,6090,5,9.31,0.06,3,684,0,0
25,1,1,91006,3,3,10664,1,9.62,0.12,7,675,1,0
23,0,1,63130,1,3,5000,4,9.35,0.08,3,723,1,0
27,1,3,83018,2,3,10000,1,14.85,0.12,6,635,0,0
32,0,1,26645,7,3,1882,3,13.19,0.07,8,654,1,0
34,1,4,120609,10,0,9000,4,12.5,0.07,8,537,1,0
32,0,0,91033,9,0,3000,2,8.3,0.03,6,639,0,0
25,0,0,157224,3,0,25000,0,10.74,0.16,3,664,1,0
23,1,1,45917,1,3,7015,1,12.84,0.15,4,686,1,0
24,0,1,71076,3,3,1341,1,13.14,0.02,4,618,0,0
22,1,3,105343,2,0,1561,4,10.15,0.01,4,567,1,0
30,1,1,128374,7,0,6000,1,10.41,0.05,8,548,1,0
36,0,3,96831,14,3,6400,3,11.23,0.07,11,591,0,0
32,0,3,64690,8,3,10000,2,9.26,0.15,9,483,1,0
23,1,0,35815,0,3,6000,3,13.39,0.17,4,671,0,0
29,0,2,46509,3,3,1500,3,12.26,0.03,8,611,1,0
32,1,4,270791,8,0,20000,4,13.65,0.07,10,659,1,0
25,1,3,82850,3,3,10000,1,14.69,0.12,4,639,0,0
27,1,0,79235,7,0,8000,5,7.37,0.1,8,578,1,0
24,0,3,74226,3,0,10000,0,7.22,0.13,3,633,0,0
23,1,1,87740,2,0,9000,5,6.76,0.1,2,631,1,0
24,1,1,48902,4,3,6000,1,6.37,0.12,4,659,0,0
24,0,3,55122,5,3,4000,1,13.56,0.07,3,672,0,0
33,0,3,120814,5,3,20000,5,12.81,0.17,10,665,1,0
25,1,3,55184,4,3,12389,0,10.51,0.22,3,594,1,0
24,1,4,37020,0,0,4303,1,9.44,0.12,4,653,1,0
24,1,0,49012,4,0,14506,2,12.69,0.3,6,559,1,0
32,1,1,77010,9,0,13977,4,7.21,0.18,5,677,0,0
22,1,3,29941,0,3,1923,1,11.57,0.06,4,613,1,0
27,0,1,21838,5,2,2500,1,13.03,0.11,5,616,1,0
24,1,4,116311,4,0,17362,4,10.48,0.15,2,692,1,0
30,0,1,83866,6,3,15000,1,12.07,0.18,6,695,0,0
26,1,0,127332,7,0,17933,2,9.4,0.14,4,544,1,0
31,1,3,88320,7,3,9600,3,7.81,0.11,7,641,1,0
26,0,4,44921,2,3,4975,0,7.26,0.11,5,561,1,0
37,0,3,61027,13,0,16000,5,9.94,0.26,11,694,0,0
30,1,3,115807,3,0,6000,4,10.74,0.05,6,642,1,0
32,1,1,93250,11,0,10000,1,15.3,0.11,6,675,0,0
27,0,3,72007,4,0,11000,5,10.85,0.15,5,505,1,0
26,1,3,34199,6,3,4087,3,13.76,0.12,6,571,1,0
25,1,4,79020,4,0,1523,5,5.49,0.02,4,651,1,0
27,1,1,78754,6,0,3000,5,11.13,0.04,5,557,1,0
32,1,1,100337,7,3,17725,0,8.97,0.18,6,626,1,0
26,1,3,65222,2,3,13565,1,9.57,0.21,4,619,0,0
31,0,1,55024,8,3,12430,0,9.29,0.23,7,641,1,0
31,1,1,81874,9,3,8000,5,6.58,0.1,7,590,1,0
30,0,3,98069,8,3,18000,1,10.93,0.18,5,614,1,0
25,0,1,100778,3,3,12000,0,13.19,0.12,3,604,1,0
28,0,3,70418,4,3,12737,1,12.55,0.18,8,582,1,0
30,1,1,93146,7,0,10000,1,13.31,0.11,6,611,1,0
23,0,3,73011,1,0,12000,4,10.75,0.16,4,545,1,0
27,1,0,78591,4,0,10000,5,12.0,0.13,7,567,1,0
32,0,0,41532,12,3,8000,4,16.02,0.19,8,668,1,0
22,0,0,71905,0,0,6486,3,10.96,0.09,4,498,1,0
24,1,1,56176,3,0,5000,0,13.81,0.09,5,695,1,0
33,0,0,37027,5,3,1500,0,13.11,0.04,10,633,1,0
31,0,1,72841,9,0,1884,4,12.01,0.03,9,623,1,0
29,0,4,38543,2,3,3000,1,11.18,0.08,7,578,1,0
24,1,0,35542,2,2,6000,5,10.84,0.17,3,538,1,0
23,0,3,92710,4,0,6000,0,6.91,0.06,4,697,0,0
29,1,3,75830,9,3,9000,4,13.49,0.12,9,595,0,0
27,1,3,64669,3,0,2500,0,9.91,0.04,3,646,0,0
22,1,3,29670,0,3,6000,3,11.14,0.2,4,553,0,0
24,1,4,66261,1,3,6000,5,9.94,0.09,4,668,0,0
28,1,0,70519,7,3,6000,2,12.42,0.09,6,541,1,0
24,1,0,65826,3,0,16028,4,10.78,0.24,4,566,1,0
30,1,1,85123,8,0,8486,0,10.51,0.1,10,585,1,0
27,1,1,41523,3,3,6000,5,13.3,0.14,6,678,0,0
44,0,0,58481,22,3,10000,5,11.88,0.17,16,714,0,0
24,1,0,55179,0,3,3000,3,10.83,0.05,4,585,1,0
24,0,1,89293,1,0,7000,1,6.99,0.08,4,683,0,0
23,1,4,90839,0,3,5000,5,11.34,0.06,4,632,0,0
26,0,0,63488,4,3,8000,1,10.04,0.13,4,548,1,0
29,1,0,150946,4,3,3000,1,10.69,0.02,6,597,1,0
23,1,0,60855,0,3,10000,3,7.69,0.16,3,624,1,0
30,1,3,99389,7,3,5000,4,10.71,0.05,5,581,1,0
26,0,0,30879,4,3,3000,0,9.6,0.1,4,627,1,0
26,0,0,25121,7,3,4800,3,8.99,0.19,3,571,1,0
28,0,4,205205,1,0,10000,4,11.04,0.05,5,623,0,0
28,1,4,72794,8,3,4800,2,11.01,0.07,6,576,1,0
29,1,3,53768,3,3,7000,5,10.27,0.13,8,590,1,0
24,1,3,127809,0,0,3245,1,7.58,0.03,4,643,1,0
26,1,4,92599,2,0,10000,5,10.71,0.11,3,698,0,0
24,1,0,49973,2,3,10000,2,9.17,0.2,5,699,1,0
25,0,4,114506,0,3,14000,5,9.4,0.12,3,678,1,0
37,1,1,150364,13,0,25000,4,12.78,0.17,13,673,0,0
29,1,4,50376,5,3,9776,1,9.95,0.19,9,675,1,0
35,1,1,56240,15,3,5961,4,9.2,0.11,14,702,0,0
24,0,3,61072,0,3,13000,3,11.85,0.21,3,655,1,0
22,0,0,43113,0,3,5000,3,11.42,0.12,3,667,0,0
48,1,3,73297,26,3,10000,2,13.03,0.14,12,671,0,0
23,1,3,29661,0,3,5000,4,6.7,0.17,4,593,0,0
30,1,0,205119,3,0,35000,4,13.03,0.17,8,639,1,0
23,1,1,34987,0,0,8000,1,11.24,0.23,4,574,1,0
26,1,1,157135,2,0,3000,4,5.65,0.02,3,643,1,0
27,0,4,77742,0,3,13000,1,13.24,0.17,10,603,1,0
26,1,0,150791,7,0,30000,3,10.32,0.2,9,585,1,0
26,1,3,67116,2,3,10202,4,8.89,0.15,3,659,1,0
30,0,4,48514,9,0,6000,3,7.75,0.12,5,591,1,0
27,0,0,162827,3,0,4963,4,11.4,0.03,5,514,1,0
26,0,0,91228,3,3,10000,5,7.18,0.11,4,655,1,0
23,1,1,51451,0,0,12000,4,15.2,0.23,3,470,1,0
46,1,0,48944,24,3,8041,5,11.96,0.16,12,651,1,0
30,0,1,29894,5,3,5000,1,9.68,0.17,10,695,1,0
24,1,3,54991,1,3,10000,1,7.51,0.18,2,704,1,0
23,1,3,55556,0,0,9492,3,10.34,0.17,2,650,1,0
30,0,1,78849,4,3,12800,4,12.66,0.16,9,692,1,0
36,0,3,64449,13,0,7000,0,9.64,0.11,11,625,1,0
26,0,0,68111,6,3,8130,5,12.63,0.12,4,634,1,0
38,1,0,164505,13,0,8000,0,6.99,0.05,13,540,1,0
27,0,0,75414,5,2,15000,1,12.05,0.2,7,664,0,0
47,0,1,75385,25,3,14027,5,12.74,0.19,12,626,1,0
24,0,3,73182,0,3,5500,4,7.95,0.08,3,614,0,0
24,1,4,75473,4,0,6000,0,12.72,0.08,3,647,1,0
29,1,0,48344,3,3,5000,3,7.74,0.1,7,610,1,0
